elevation,temperature,humidity,total nitrogen (Soil_TN),total phosphorus (Soil_TP),fire_risk_index
212.51841871377368,30.209377338158845,93.0862409122156,0.3799044102820315,0.2688501279366865,0.8129477019446214
641.6403318702751,29.05490515445947,62.02883854555984,0.3395829752690892,0.0732599167565153,0.678542029790759
2510.6128347608333,8.351396953217519,77.99282174688675,0.1843923733778314,0.297665238346554,0.8890749167467196
2323.6282333811737,37.290034171703,54.88386383780703,0.611194003400473,0.1608188837398942,0.4493360594354341
1116.863805225726,24.896527075488684,70.40276620339506,0.4818579189035425,0.0309126395707532,0.8938897627221916
1192.750820545216,17.73039323974895,47.2460749936895,0.8670439824007636,0.4745847980647496,0.8657741223560754
1647.3078573053804,31.47885042233573,44.09272158283563,0.0417884846772376,0.3225377326868224,0.4384093323592696
100.6989135868902,14.007791044057193,66.2583828935611,0.647429248279575,0.4390748712760692,0.3811433152929786
799.6085745102808,29.272844296621216,59.85037393471843,0.7653193897264455,0.3396477224815603,0.9328120149702568
703.8722449638219,6.389892265028653,66.36290953199848,0.761891703496424,0.1817069276093559,0.7151647345384377
826.400545574314,34.37928131632452,42.93284650296184,0.8872132274245699,0.2587805958027616,0.9282453464380755
2437.12694334698,20.685979645746148,49.35662654535962,0.7317434054011991,0.3394946463718526,0.796974778895813
911.0541839846852,27.28425200252796,26.711836850312743,0.9285319610312194,0.4803249009747116,0.6092974392914143
655.4118339454296,12.743323693233927,24.182109781776457,0.3393300338226825,0.1305663822652397,0.1158527770037645
1562.3640362997917,28.69757994304568,40.2765703738413,0.5081773225840276,0.4381136440189382,0.2914806725790985
2610.3706054809227,32.028409656264685,25.939748746443662,0.0239388666500617,0.4624185136206634,0.9688424070983916
799.9141411287496,21.562461540953954,28.301976690779256,0.0168880114302583,0.3368556797561834,0.3194220987142044
327.75510409911624,26.6204423421628,85.03427243151496,0.2477253542470047,0.4659769805636622,0.0932548697853707
1133.5737339640275,20.97140733378395,23.109895761335142,0.1097991251676944,0.2019499008012974,0.7075533559193198
2268.190291238436,36.2931979240246,72.71542351477942,0.2676092542563961,0.4767430071400191,0.7340042545436842
1697.0025796149043,22.42542131800117,41.804619905232045,0.1852728615831134,0.3528775241971575,0.2854577202871508
2468.7007717656074,34.46330481600866,89.72365445665011,0.0382348245902617,0.0257928548723118,0.2976719793463037
2882.8172280667786,33.0473220394587,58.79938276619996,0.9102111049419888,0.4539020517504311,0.4688929855087839
2398.7211825796894,19.36766874719248,44.44611674622606,0.0181409000750026,0.2448140404714303,0.0217889497622555
1851.0289286468849,13.052957215011626,61.41111485515477,0.7387213228937145,0.2328618574650272,0.7893230103611636
1530.6906053519035,19.212874639591984,50.55664152362151,0.1606264080503213,0.285400969959919,0.3170887872741256
216.2003504099733,33.9176081521327,65.14408517358642,0.913107325779604,0.0789453506517578,0.8537631020019776
2954.5337385607195,12.967138753678732,29.16262946610786,0.8938679801939869,0.2372371940408623,0.8026304216000337
1212.0952554676232,23.35527210502123,99.75924022500408,0.6573621349055647,0.4164079722752841,0.6614020331187831
541.4618203589137,33.213386178626166,54.044470215737405,0.675511808302599,0.01266381727307,0.3248748670992887
2033.4556806497249,17.371711629493255,47.8584511765895,0.0152857505499916,0.1400939943605638,0.51631656166117
924.436038376832,27.477337295094408,76.8167878653012,0.985022850452466,0.0062150202897028,0.444829257597959
1798.756985700038,13.597105091708508,49.1119525196266,0.8790542775400563,0.2107770980291749,0.3388818862486742
1801.6269327493144,8.824780587885597,86.6619444023006,0.8961551634727911,0.3655161776943986,0.8481362893031782
1392.6164806183206,32.80344787824997,56.34165794883402,0.6626520916803632,0.4003920554117411,0.4835070745776653
2524.743985080624,8.463901819304738,77.5646730612348,0.3513390593679911,0.4728689317578682,0.8327230977971465
868.4044785107848,14.49834882778546,28.596257315350925,0.894712162599576,0.3062097834205393,0.1052184741418242
1401.034515691429,34.92882976991041,87.68953484440894,0.2986017588696804,0.1310402989931832,0.1410247886003357
1659.307172913817,17.12642504775335,78.85743894224879,0.5670844279087809,0.462453234822666,0.9773203051129769
2024.5116902251689,39.05658723299564,36.93734227695725,0.1087336626204435,0.3887812981707861,0.5877684626060896
2373.518366466209,39.29070171708509,31.62288077966293,0.9227360738314226,0.2893420990865565,0.509769673499049
1244.9411203469426,14.389660715874484,45.30338789804995,0.1493627531935012,0.3493419067808733,0.5231560631441117
1973.5361378801283,6.434237778746166,98.08564688255234,0.2326478376731032,0.4625365957286774,0.2152687740328598
536.7717638987054,29.67721494718827,40.54652596536469,0.5625528165469328,0.3576350440940962,0.718703949501973
2804.679491573188,20.78452759269203,56.49017671573066,0.7664520702108517,0.1873453812544433,0.0847806237297543
1210.8705386209103,8.526349538585169,22.401618057386905,0.623157792876936,0.3579489601331028,0.5733237131030232
2215.6121237316715,29.7632986642315,51.77820236529861,0.2398125736721546,0.0249376905540169,0.5707687965859014
158.98913745831518,6.091121818917243,65.70560123464821,0.0109336121022154,0.1962757031061377,0.914188424133511
695.0427144239403,35.45688416722847,96.2499690006372,0.7595790745043648,0.2061299007635617,0.5261828101048603
1512.5393785383762,9.85283851896563,61.338883595205154,0.9853552526519828,0.0875849260383131,0.1370626959741795
2646.932156423805,9.455915756135376,85.52858609421503,0.8118139891030295,0.0164273128731262,0.5727532592481626
1629.0399348569636,11.148530428900456,63.77021140551204,0.4656045519750492,0.0710237121356827,0.0913276443653323
2796.624398652249,38.60932254722233,23.262801074841448,0.9047295887851156,0.3290376404195422,0.2037938352999216
1503.0110000901093,29.26092760888461,45.20066201518192,0.4157491963871665,0.4021329641000253,0.0311085841874161
1522.3023805342548,33.048003741227284,66.04396062648826,0.5296847434010329,0.4941607288998522,0.5132935824594983
447.26568665154247,18.91722450064636,96.04751727448996,0.4823584697217264,0.1764499340387046,0.0845326152935723
2427.7031080414376,16.770945462673446,88.73042878009866,0.4531476339388697,0.3016927150192454,0.469394378531329
816.1996961544812,13.206940237410947,38.268449134307815,0.7774388616009666,0.4688867585734854,0.932945035324144
2708.8762191797136,21.822680990934312,37.60878640153308,0.5315012181967971,0.0876856817623855,0.719761413019332
2741.3902389581485,24.3140056736959,36.09383736911206,0.3235499508049639,0.3602345652396576,0.077411674225293
2835.5993244350343,27.11211952784644,93.79991170420026,0.2655765859818935,0.3787144729088358,0.2242098122088431
1608.668418398961,13.999147639954309,88.21329224813765,0.047369843797759,0.0490428902553224,0.6736624198934342
2063.5719758725686,38.20289283160467,81.9906745802359,0.5873632102642156,0.4313184456656172,0.8947018610241837
2357.696052178824,10.941547437249756,51.41880913793821,0.2376618012470238,0.4074869983198677,0.0329185867639537
479.9423940863503,38.79786111682443,60.35045634390134,0.1566525827962192,0.02153448825583,0.812451131720594
1842.775865492742,5.519964287762632,57.146539583612224,0.6572916641894009,0.0500867853656254,0.5618138803383087
199.46391377960384,21.8393992135896,40.27184860474981,0.6843971652433334,0.0293178124764669,0.5460913252963926
1542.9416418273051,16.6678743340797,60.40224369190136,0.7546333433350894,0.1706980482406843,0.957813182753358
549.0437766986595,20.719319487558774,22.43972382822036,0.5085411273752055,0.2570980503865634,0.7476446125967731
630.4764852900456,24.973260264327617,30.544829879796733,0.8951140591518477,0.2685121253375412,0.8501188680561119
1158.6379434085443,20.245620530444818,90.92716769351571,0.9369793258642456,0.1374950460858741,0.3539955695446667
1354.0677834778587,19.519639760555823,80.13438136251386,0.8092972303945645,0.4562404588473357,0.5543640408284098
1907.200031143343,30.645319539465728,53.82947272472697,0.6392375471881053,0.187290080986597,0.6154056774277707
315.8424134716954,29.00566962802626,61.37202898271018,0.3106837440552767,0.0275473272028494,0.321583940362465
1560.7061075885897,34.164494871254675,49.59991087679819,0.983115472404019,0.1536124202129862,0.5702481249473995
629.6128777339933,13.748564343382345,79.26238937285379,0.2813948055200189,0.267899164159357,0.2366553794797138
1764.5280075920514,26.333497841392223,82.73497433856636,0.2106303527705267,0.2070698021811748,0.1433756710682395
1948.473375557432,25.481817488749886,81.06281521625273,0.4477325726487169,0.1405520469541333,0.3739702592773326
1714.4568440032765,17.940823380544106,77.80893798675596,0.0662721650052645,0.0700050086333371,0.739289628746437
