elevation,temperature,humidity,soil_TN,soil_TP,soil_AP,soil_AN,health_score,health_class,health_label,temp_humidity_interaction,elevation_temp_interaction,nutrient_balance
634.64428510144,18.196297065550144,76.30464726227807,5.0,1.5,0.22033322213942608,0.09929875529208321,0.7562762499990483,2,healthy,4.311676774885852,22.508072021869843,0.04916658628388083
404.2258416203698,19.861210299925855,91.2976673105958,2.7530399064532847,1.5,0.24434370570761635,0.06591675962835479,0.4068883630232032,1,subhealthy,1.7283885964417618,13.536820428921915,0.07293313465755523
1109.1741756872173,20.902499493744866,75.73175755888776,2.007723762535628,1.5,0.18372988839946325,0.07903505839903154,0.7166496973959992,2,healthy,5.0726692533942614,35.89270103901242,0.07488903789011993
598.5129896185845,26.50825887891004,58.82531848772417,3.2556089756894107,1.5,0.2323699391757802,0.14921725471461603,0.2129632439239117,0,unhealthy,10.91469116784079,16.393906693927036,0.08022252740148561
981.8029854036919,13.833607756266527,59.40286748851305,5.0,0.9364553789560588,0.09472107541522577,0.2658797004885846,0.3077693236158716,1,subhealthy,5.616048071930859,41.194056537476925,0.06073321867510392
1365.855770363159,15.0808043238534,78.44365990427627,3.944068505230429,1.5,0.12045784642492502,0.16039996479222635,0.24415532260706901,0,unhealthy,3.2508694692204476,54.45821245310485,0.051580216290642564
543.1748522273399,26.90509767832296,64.44966301244133,1.8517154394472126,1.5,0.24381736262905618,0.06223952913505641,0.3839551141603327,1,subhealthy,9.564852891475635,14.718152407069386,0.09128627146912728
1004.9986978433208,18.71093608747207,92.89323938194418,1.8716616411304496,1.5,0.20792975372091543,0.06905175920506437,0.4248040523493823,1,subhealthy,1.3297414371340588,35.00403800076198,0.08212549683256726
524.7491536957209,23.576254248362094,79.05875562225062,2.397556533966471,1.386257913353722,0.1583972636423132,0.06903793053261542,0.6244458662863871,2,healthy,4.937161017269028,15.628579347004411,0.060091504442433705
745.131067668548,17.405902900028195,42.161000692173445,5.0,1.5,0.22702222873545053,0.1450804086445989,0.6586337977289858,2,healthy,10.067400057868271,27.18870713315493,0.057237753788655504
1060.746819316782,26.030154905714845,73.87304102051705,5.0,1.5,0.29821798698030516,0.04846018652669707,0.4188609095312657,1,subhealthy,6.800887894511987,29.440528970596624,0.05332689947808064
585.4088872220095,23.873594461122785,62.007455968301144,3.6546053998127888,1.5,0.1909807251694393,0.11097666239707155,0.4588626666178574,1,subhealthy,9.070185887591293,17.28216023527978,0.058568754617542206
883.7064577311018,17.90092243378665,69.73108047625301,5.0,1.357207065644685,0.2497387520626166,0.12678908018396384,0.7799604398937757,2,healthy,5.418415805491252,31.67301940745072,0.059219183703700704
475.6830378775213,21.76707399738579,82.79522782365247,3.734753960222812,1.5,0.14166356885621673,0.1320963641772779,0.24925807311688686,0,unhealthy,3.744975490707209,14.974090403059051,0.052286630562343034
661.0515913743803,19.99896582549689,85.19414327004672,5.0,0.7604449019833551,0.16027115728655789,0.04488573155446415,0.6646639877123838,2,healthy,2.961018227595387,22.035812675000138,0.035608582973760204
